time,funding_rate
2026-05-05 16:00:00+00:00,-8.24e-05
2026-05-06 00:00:00.010000+00:00,-9.153e-05
2026-05-06 08:00:00+00:00,-6.15e-05
2026-05-06 16:00:00.002000+00:00,-3.756e-05
2026-05-07 00:00:00+00:00,-5.856e-05
2026-05-07 08:00:00+00:00,-4.568e-05
2026-05-07 16:00:00.004000+00:00,-3.014e-05
2026-05-08 00:00:00.003000+00:00,-7.406e-05
2026-05-08 08:00:00.002000+00:00,2.415e-05
2026-05-08 16:00:00.003000+00:00,-1.542e-05
2026-05-09 00:00:00+00:00,1.841e-05
2026-05-09 08:00:00.001000+00:00,-3.792e-05
2026-05-09 16:00:00.002000+00:00,3.645e-05
2026-05-10 00:00:00.003000+00:00,9e-07
2026-05-10 08:00:00+00:00,4.626e-05
2026-05-10 16:00:00+00:00,5.764e-05
2026-05-11 00:00:00+00:00,5.798e-05
2026-05-11 08:00:00+00:00,2.592e-05
2026-05-11 16:00:00+00:00,4.555e-05
2026-05-12 00:00:00.002000+00:00,-1.15e-06
2026-05-12 08:00:00.008000+00:00,3.877e-05
2026-05-12 16:00:00+00:00,5.822e-05
2026-05-13 00:00:00.010000+00:00,5.367e-05
2026-05-13 08:00:00.003000+00:00,5.437e-05
2026-05-13 16:00:00.001000+00:00,1.749e-05
2026-05-14 00:00:00.005000+00:00,3.928e-05
2026-05-14 08:00:00+00:00,2.928e-05
2026-05-14 16:00:00+00:00,4.094e-05
2026-05-15 00:00:00+00:00,-4.239e-05
2026-05-15 08:00:00.016000+00:00,-1.893e-05
2026-05-15 16:00:00.012000+00:00,1.548e-05
2026-05-16 00:00:00.005000+00:00,3.938e-05
2026-05-16 08:00:00+00:00,-2.1e-06
2026-05-16 16:00:00.005000+00:00,4.955e-05
2026-05-17 00:00:00+00:00,4.037e-05
2026-05-17 08:00:00.010000+00:00,1.176e-05
2026-05-17 16:00:00.009000+00:00,4.8e-07
2026-05-18 00:00:00.007000+00:00,-1.131e-05
2026-05-18 08:00:00.002000+00:00,5.778e-05
2026-05-18 16:00:00.007000+00:00,7.178e-05
2026-05-19 00:00:00.001000+00:00,5.164e-05
2026-05-19 08:00:00.001000+00:00,4.809e-05
2026-05-19 16:00:00.009000+00:00,5.563e-05
2026-05-20 00:00:00.001000+00:00,3.254e-05
2026-05-20 08:00:00.006000+00:00,7.983e-05
2026-05-20 16:00:00+00:00,6.858e-05
2026-05-21 00:00:00.001000+00:00,1.925e-05
2026-05-21 08:00:00+00:00,4.003e-05
2026-05-21 16:00:00+00:00,6.13e-05
2026-05-22 00:00:00+00:00,3.564e-05
2026-05-22 08:00:00.004000+00:00,-8.2e-06
2026-05-22 16:00:00.001000+00:00,2.891e-05
2026-05-23 00:00:00.009000+00:00,1.783e-05
2026-05-23 08:00:00.001000+00:00,1.025e-05
2026-05-23 16:00:00.003000+00:00,7.441e-05
2026-05-24 00:00:00.011000+00:00,9.044e-05
2026-05-24 08:00:00.008000+00:00,6.29e-05
2026-05-24 16:00:00+00:00,6.265e-05
2026-05-25 00:00:00.001000+00:00,6.549e-05
2026-05-25 08:00:00.001000+00:00,3.527e-05
2026-05-25 16:00:00.001000+00:00,1.426e-05
2026-05-26 00:00:00+00:00,8.058e-05
2026-05-26 08:00:00.003000+00:00,3.852e-05
2026-05-26 16:00:00+00:00,5.776e-05
2026-05-27 00:00:00+00:00,0.0001
2026-05-27 08:00:00.004000+00:00,8.948e-05
2026-05-27 16:00:00.009000+00:00,9.914e-05
2026-05-28 00:00:00.001000+00:00,0.0001
2026-05-28 08:00:00+00:00,5.011e-05
2026-05-28 16:00:00.001000+00:00,0.0001
2026-05-29 00:00:00+00:00,0.0001
2026-05-29 08:00:00.001000+00:00,5.391e-05
2026-05-29 16:00:00.008000+00:00,6.702e-05
2026-05-30 00:00:00+00:00,3.464e-05
2026-05-30 08:00:00.001000+00:00,4.732e-05
2026-05-30 16:00:00+00:00,6.214e-05
2026-05-31 00:00:00+00:00,4.432e-05
2026-05-31 08:00:00+00:00,5.663e-05
2026-05-31 16:00:00.004000+00:00,5.988e-05
2026-06-01 00:00:00.001000+00:00,5.703e-05
2026-06-01 08:00:00.001000+00:00,4.438e-05
2026-06-01 16:00:00+00:00,0.0001
2026-06-02 00:00:00+00:00,0.0001
2026-06-02 08:00:00+00:00,5.99e-05
2026-06-02 16:00:00+00:00,8.345e-05
2026-06-03 00:00:00.013000+00:00,7.165e-05
2026-06-03 08:00:00+00:00,5.229e-05
2026-06-03 16:00:00.001000+00:00,0.0001
2026-06-04 00:00:00.009000+00:00,2.705e-05
2026-06-04 08:00:00+00:00,1.519e-05
2026-06-04 16:00:00.003000+00:00,-1.077e-05
2026-06-05 00:00:00+00:00,1.315e-05
2026-06-05 08:00:00.004000+00:00,-1.431e-05
2026-06-05 16:00:00.009000+00:00,-8.63e-06
2026-06-06 00:00:00+00:00,-1.234e-05
2026-06-06 08:00:00+00:00,2.675e-05
2026-06-06 16:00:00+00:00,-5.11e-06
2026-06-07 00:00:00.001000+00:00,-2.828e-05
2026-06-07 08:00:00+00:00,4.07e-06
2026-06-07 16:00:00+00:00,2.742e-05
2026-06-08 00:00:00+00:00,3.533e-05
2026-06-08 08:00:00.005000+00:00,3.454e-05
2026-06-08 16:00:00.004000+00:00,1.22e-06
2026-06-09 00:00:00+00:00,-1.565e-05
2026-06-09 08:00:00+00:00,3.041e-05
2026-06-09 16:00:00.001000+00:00,6.06e-06
2026-06-10 00:00:00.001000+00:00,3.65e-06
2026-06-10 08:00:00.011000+00:00,-3.385e-05
2026-06-10 16:00:00.009000+00:00,2.542e-05
2026-06-11 00:00:00+00:00,-8.11e-06
2026-06-11 08:00:00.004000+00:00,2.525e-05
2026-06-11 16:00:00+00:00,2.736e-05
2026-06-12 00:00:00+00:00,-1.303e-05
2026-06-12 08:00:00+00:00,2.446e-05
2026-06-12 16:00:00+00:00,8.4e-06
2026-06-13 00:00:00+00:00,5.357e-05
2026-06-13 08:00:00.007000+00:00,6e-07
2026-06-13 16:00:00.002000+00:00,9.38e-06
2026-06-14 00:00:00.005000+00:00,-4.51e-05
2026-06-14 08:00:00.009000+00:00,-4.657e-05
2026-06-14 16:00:00+00:00,-3.265e-05
2026-06-15 00:00:00.013000+00:00,2.808e-05
2026-06-15 08:00:00.013000+00:00,6.21e-06
2026-06-15 16:00:00.004000+00:00,-6.079e-05
2026-06-16 00:00:00+00:00,-4.28e-06
2026-06-16 08:00:00+00:00,-1.11e-05
2026-06-16 16:00:00.001000+00:00,2.46e-06
2026-06-17 00:00:00.012000+00:00,1.957e-05
2026-06-17 08:00:00+00:00,-6.685e-05
2026-06-17 16:00:00+00:00,-2.582e-05
2026-06-18 00:00:00.002000+00:00,2.636e-05
2026-06-18 08:00:00+00:00,1.896e-05
2026-06-18 16:00:00.001000+00:00,8.72e-06
2026-06-19 00:00:00.005000+00:00,6.039e-05
2026-06-19 08:00:00.001000+00:00,1.984e-05
2026-06-19 16:00:00.001000+00:00,2.823e-05
2026-06-20 00:00:00.001000+00:00,5.814e-05
2026-06-20 08:00:00+00:00,2.633e-05
2026-06-20 16:00:00.001000+00:00,3.985e-05
2026-06-21 00:00:00+00:00,7.78e-06
2026-06-21 08:00:00+00:00,3.034e-05
2026-06-21 16:00:00+00:00,4.189e-05
2026-06-22 00:00:00+00:00,6.572e-05
2026-06-22 08:00:00+00:00,1.514e-05
2026-06-22 16:00:00.002000+00:00,4.813e-05
2026-06-23 00:00:00.003000+00:00,4.041e-05
2026-06-23 08:00:00.005000+00:00,1.655e-05
2026-06-23 16:00:00.002000+00:00,-1.889e-05
2026-06-24 00:00:00.005000+00:00,2.154e-05
2026-06-24 08:00:00.005000+00:00,2.134e-05
2026-06-24 16:00:00.003000+00:00,2.7e-07
2026-06-25 00:00:00+00:00,-1.423e-05
2026-06-25 08:00:00+00:00,-1.803e-05
2026-06-25 16:00:00+00:00,1.58e-05
2026-06-26 00:00:00.010000+00:00,5.298e-05
2026-06-26 08:00:00.002000+00:00,5.904e-05
2026-06-26 16:00:00+00:00,7.308e-05
2026-06-27 00:00:00+00:00,5.255e-05
2026-06-27 08:00:00+00:00,4.284e-05
2026-06-27 16:00:00.009000+00:00,3.742e-05
2026-06-28 00:00:00+00:00,4.258e-05
2026-06-28 08:00:00.013000+00:00,1.355e-05
2026-06-28 16:00:00+00:00,4.43e-05
2026-06-29 00:00:00.006000+00:00,3.112e-05
2026-06-29 08:00:00.013000+00:00,7.444e-05
2026-06-29 16:00:00.004000+00:00,8.658e-05
2026-06-30 00:00:00+00:00,6.175e-05
2026-06-30 08:00:00+00:00,8.349e-05
2026-06-30 16:00:00.005000+00:00,3.327e-05
2026-07-01 00:00:00+00:00,5.532e-05
2026-07-01 08:00:00+00:00,1.853e-05
2026-07-01 16:00:00+00:00,7.073e-05
2026-07-02 00:00:00+00:00,8.001e-05
2026-07-02 08:00:00+00:00,5.238e-05
2026-07-02 16:00:00+00:00,5.261e-05
2026-07-03 00:00:00+00:00,0.0001
2026-07-03 08:00:00.007000+00:00,0.0001
2026-07-03 16:00:00+00:00,3.74e-05
2026-07-04 00:00:00+00:00,0.0001
2026-07-04 08:00:00+00:00,0.0001
2026-07-04 16:00:00.007000+00:00,9.48e-05
2026-07-05 00:00:00.003000+00:00,9.533e-05
2026-07-05 08:00:00.001000+00:00,8.873e-05
2026-07-05 16:00:00+00:00,8.608e-05
2026-07-06 00:00:00+00:00,7.7e-05
2026-07-06 08:00:00+00:00,6.12e-05
2026-07-06 16:00:00+00:00,0.0001
2026-07-07 00:00:00+00:00,0.0001
2026-07-07 08:00:00+00:00,5.792e-05
2026-07-07 16:00:00+00:00,6.825e-05
2026-07-08 00:00:00+00:00,4.846e-05
2026-07-08 08:00:00+00:00,7.24e-06
2026-07-08 16:00:00+00:00,7.171e-05
2026-07-09 00:00:00+00:00,6.16e-05
2026-07-09 08:00:00.001000+00:00,6.615e-05
2026-07-09 16:00:00.001000+00:00,4.912e-05
2026-07-10 00:00:00+00:00,9.058e-05
2026-07-10 08:00:00.005000+00:00,7.247e-05
2026-07-10 16:00:00.005000+00:00,9.508e-05
2026-07-11 00:00:00+00:00,0.0001
2026-07-11 08:00:00+00:00,9.42e-06
2026-07-11 16:00:00+00:00,4.156e-05
2026-07-12 00:00:00+00:00,4.651e-05
2026-07-12 08:00:00.003000+00:00,6.315e-05
2026-07-12 16:00:00+00:00,7.578e-05
2026-07-13 00:00:00+00:00,1.521e-05
2026-07-13 08:00:00.001000+00:00,4.856e-05
2026-07-13 16:00:00.004000+00:00,0.0001
2026-07-14 00:00:00+00:00,8.256e-05
2026-07-14 08:00:00.002000+00:00,3.489e-05
2026-07-14 16:00:00.001000+00:00,5.59e-05
2026-07-15 00:00:00.005000+00:00,0.0001
2026-07-15 08:00:00.002000+00:00,0.0001
2026-07-15 16:00:00+00:00,4.457e-05
2026-07-16 00:00:00+00:00,2.426e-05
2026-07-16 08:00:00.003000+00:00,7.584e-05
2026-07-16 16:00:00.002000+00:00,6.102e-05
2026-07-17 00:00:00+00:00,7.639e-05
2026-07-17 08:00:00.010000+00:00,1.52e-05
2026-07-17 16:00:00.004000+00:00,6.045e-05
2026-07-18 00:00:00+00:00,3.074e-05
2026-07-18 08:00:00+00:00,6.955e-05
2026-07-18 16:00:00.001000+00:00,3.326e-05
2026-07-19 00:00:00.003000+00:00,4.06e-06
2026-07-19 08:00:00+00:00,6.905e-05
2026-07-19 16:00:00.001000+00:00,5.235e-05
2026-07-20 00:00:00+00:00,4.89e-05
2026-07-20 08:00:00.001000+00:00,5.278e-05
2026-07-20 16:00:00.004000+00:00,6.518e-05
2026-07-21 00:00:00.001000+00:00,5.4e-05
2026-07-21 08:00:00+00:00,8.926e-05
2026-07-21 16:00:00.002000+00:00,1.894e-05
2026-07-22 00:00:00+00:00,3.928e-05
2026-07-22 08:00:00+00:00,5.448e-05
2026-07-22 16:00:00.001000+00:00,1.443e-05
2026-07-23 00:00:00+00:00,-3.43e-06
2026-07-23 08:00:00+00:00,2.71e-06
2026-07-23 16:00:00+00:00,8.458e-05
2026-07-24 00:00:00+00:00,7.598e-05
2026-07-24 08:00:00+00:00,5.149e-05
2026-07-24 16:00:00.008000+00:00,5.879e-05
2026-07-25 00:00:00.002000+00:00,6.074e-05
2026-07-25 08:00:00+00:00,5.425e-05
2026-07-25 16:00:00+00:00,7.29e-06
2026-07-26 00:00:00+00:00,3.878e-05
2026-07-26 08:00:00.002000+00:00,5.884e-05
2026-07-26 16:00:00+00:00,5.819e-05
2026-07-27 00:00:00.010000+00:00,6.147e-05
2026-07-27 08:00:00+00:00,6.452e-05
2026-07-27 16:00:00.001000+00:00,5.04e-05
2026-07-28 00:00:00+00:00,4.208e-05
2026-07-28 08:00:00+00:00,1.25e-06
