time,open_interest,oi_value
2026-07-27 00:00:00+00:00,104354.198,6821873937.9154
2026-07-27 01:00:00+00:00,104141.133,6780212605.098
2026-07-27 02:00:00+00:00,104065.756,6783097086.403854
2026-07-27 03:00:00+00:00,104141.408,6784378924.882924
2026-07-27 04:00:00+00:00,104206.93,6800700562.195
2026-07-27 05:00:00+00:00,104072.795,6791509605.1535
2026-07-27 06:00:00+00:00,104242.464,6821426819.489919
2026-07-27 07:00:00+00:00,104043.672,6803207624.736
2026-07-27 08:00:00+00:00,104270.783,6798106204.628086
2026-07-27 09:00:00+00:00,104467.889,6804996502.3044
2026-07-27 10:00:00+00:00,104633.198,6826071095.100711
2026-07-27 11:00:00+00:00,104619.861,6833225297.2428
2026-07-27 12:00:00+00:00,104709.053,6813742676.7743
2026-07-27 13:00:00+00:00,104706.132,6812704478.58
2026-07-27 14:00:00+00:00,104458.706,6809600368.9164
2026-07-27 15:00:00+00:00,104240.381,6740349820.0696
2026-07-27 16:00:00+00:00,104955.491,6771650070.747201
2026-07-27 17:00:00+00:00,105036.123,6813808838.7453
2026-07-27 18:00:00+00:00,105064.425,6828578251.335
2026-07-27 19:00:00+00:00,105024.785,6811350923.7395
2026-07-27 20:00:00+00:00,104851.951,6810364891.7422
2026-07-27 21:00:00+00:00,104800.297,6805774998.776037
2026-07-27 22:00:00+00:00,104722.127,6784978024.9681
2026-07-27 23:00:00+00:00,105288.963,6713589502.56213
2026-07-28 00:00:00+00:00,105602.91,6729450397.131
2026-07-28 01:00:00+00:00,105709.895,6707881043.608456
2026-07-28 02:00:00+00:00,105965.871,6696597990.5418
2026-07-28 03:00:00+00:00,106169.213,6704431851.744639
2026-07-28 04:00:00+00:00,106192.029,6723276953.178072
2026-07-28 05:00:00+00:00,105600.7,6687005926.45
2026-07-28 06:00:00+00:00,105715.544,6704727549.453876
2026-07-28 07:00:00+00:00,105917.229,6737331386.3526
2026-07-28 08:00:00+00:00,105984.625,6727554245.7375
2026-07-28 09:00:00+00:00,106058.356,6724321709.038473
2026-07-28 10:00:00+00:00,105673.525,6696363392.35196
2026-07-28 11:00:00+00:00,105436.983,6689433627.004275
2026-07-28 12:00:00+00:00,105433.841,6687742338.3187
2026-07-28 13:00:00+00:00,105462.814,6699135046.9382
